7009	0900104720
7015	0900108070
7018	0900108980
7034	0900118500
7035	0900118850
7046	0900123890
7051	0900126620
7057	0900133620
7085	0900148620
7090	0900150580
7091	0900150860
7097	0900152980
7103	0900156060
7117	0900163480
7118	0900163970
7126	0900168170
7127	0900168310
7135	0900173070
7138	0900174190
7144	0900177200
7157	0900183430
7158	0900183500
7161	0900186370
7004	0900302060
7007	0900304300
7011	0900305910
7017	0900308490
7020	0900310100
7023	0900312270
7040	0900322070
7043	0900322630
7047	0900324800
7049	0900325990
7052	0900327600
7054	0900331240
7056	0900332640
7064	0900337070
7065	0900337140
7077	0900344700
7079	0900345820
7089	0900350440
7094	0900352140
7110	0900360120
7119	0900365370
7128	0900368940
7132	0900371390
7131	0900370550
7139	0900374540
7155	0900382590
7159	0900384900
7164	0900387000
7165	0900387070
7005	0900502760
7010	0900504930
7016	0900508210
7021	0900510940
7029	0900516050
7031	0900517240
7055	0900532290
7066	0900537280
7068	0900540290
7074	0900543370
7087	0900549460
7092	0900551350
7096	0900552630
7098	0900553470
7100	0900554030
7111	0900560750
7120	0900565930
7122	0900566420
7125	0900567960
7140	0900575730
7143	0900576570
7149	0900579510
7150	0900579720
7153	0900580490
7162	0900586440
7168	0900587910
7026	0900714300
7027	0900715350
7033	0900718080
7036	0900719130
7038	0900720810
7041	0900722280
7042	0900722490
7050	0900726270
7061	0900735230
7070	0900740710
7082	0900747080
7083	0900747360
7106	0900757320
7113	0900761800
7154	0900781680
7002	0900901220
7006	0900903250
7008	0900904580
7014	0900907310
7025	0900914160
7037	0900919550
7044	0900922910
7060	0900934950
7062	0900935650
7076	0900944560
7080	0900946520
7081	0900946940
7084	0900947535
7088	0900949950
7093	0900952070
7099	0900953890
7101	0900954870
7107	0900957600
7108	0900958300
7115	0900962290
7124	0900967610
7130	0900969640
7148	0900978740
7151	0900980070
7156	0900982870
7166	0900987560
7167	0900987700
7013	0901106820
7028	0901115910
7045	0901123400
7053	0901129910
7058	0901133900
7059	0901134250
7071	0901142390
7072	0901142600
7073	0901143230
7075	0901144210
7086	0901148900
7095	0901152350
7102	0901155500
7104	0901156270
7105	0901157040
7114	0901162150
7121	0901166210
7133	0901171670
7137	0901173770
7147	0901178600
7152	0901180280
7001	0901301080
7012	0901306260
7030	0901316400
7032	0901317800
7048	0901325360
7067	0901337910
7078	0901344910
7129	0901369220
7134	0901372090
7142	0901376290
7145	0901377830
7146	0901378250
7160	0901385950
7003	0901501430
7019	0901509190
7022	0901512130
7024	0901513810
7039	0901521860
7063	0901536000
7069	0901540500
7109	0901559980
7112	0901561030
7116	0901562710
7123	0901567400
7136	0901573420
7141	0901575870
7163	0901586790
7169	0901588190
20673	2300102060
20186	2300119105
20248	2300129255
20310	2300138565
20688	2300138740
20689	2300140035
20348	2300140665
20349	2300140770
20372	2300144585
20383	2300146160
20463	2300160020
20516	2300164570
20594	2300177800
20609	2300179585
20008	2300300800
20012	2300301220
20018	2300301710
20081	2300305385
20097	2300307065
20129	2300310565
20134	2300311020
20137	2300311300
20138	2300311335
20896	2300311785
20140	2300312000
20163	2300315395
20168	2300315990
20187	2300319210
20189	2300319420
20193	2300321380
20214	2300325615
20215	2300325755
20221	2300326735
20231	2300327120
20236	2300327855
20243	2300328590
20258	2300330690
20259	2300330725
20271	2300332195
20274	2300332685
20278	2300333385
20282	2300333980
20287	2300335065
20338	2300339300
20343	2300339965
20347	2300340595
20353	2300341715
20357	2300342450
20358	2300342520
20364	2300343255
20366	2300343710
20368	2300343990
20377	2300345180
20389	2300346685
20392	2300347175
20401	2300348120
20402	2300348575
20404	2300348960
20407	2300349415
20422	2300354385
20431	2300355435
20441	2300356205
20452	2300358060
20464	2300360300
20694	2300360825
20505	2300362400
20541	2300367790
20547	2300369260
20562	2300364780
20564	2300365025
20566	2300365200
20572	2300374405
20598	2300378570
20605	2300379270
20610	2300379865
20613	2300380285
20643	2300382770
20644	2300383540
20645	2300383785
20660	2300386865
20663	2300387215
20038	2300502655
20098	2300507170
20680	2300508430
20127	2300510180
20135	2300511125
20887	2300512300
20682	2300515430
20684	2300524495
20219	2300526525
20868	2300527025
20686	2300528240
20245	2300528870
20718	2300531390
20268	2300531600
20745	2300541067
20400	2300548085
20403	2300548820
20418	2300553860
20693	2300560545
20494	2300560685
20503	2300561945
20533	2300566145
20536	2300566775
20697	2300571990
20568	2300573670
20699	2300582105
20700	2300586025
20722	2300587845
20036	2300702235
20131	2300710740
20133	2300710915
20146	2300712595
20155	2300714205
20169	2300716165
20897	2300719865
20206	2300724005
20212	2300724775
20286	2300734820
20292	2300735625
20299	2300737025
20406	2300749345
20408	2300749520
20455	2300758445
20501	2300761875
20502	2300761840
20524	2300765655
20577	2300774825
20585	2300775980
20626	2300781300
20651	2300785850
20011	2300901185
20035	2300902165
20050	2300902865
20082	2300905700
20101	2300907800
20103	2300907975
20115	2300908815
20136	2300911265
20717	2300914905
20174	2300916935
20175	2300917145
20192	2300919770
20683	2300923200
20217	2300926350
20220	2300926595
20242	2300928450
20246	2300928975
20898	2300911800
20261	2300930970
20307	2300938180
20365	2300943430
20721	2300947630
20432	2300955505
20437	2300955855
20438	2300955890
20451	2300957920
20539	2300967300
20550	2300969750
20560	2300972865
20575	2300974580
20578	2300974965
20580	2300975280
20581	2300975455
20591	2300977345
20592	2300977415
20602	2300978925
20611	2300980040
20658	2300986655
20005	2301100590
20674	2301102100
20067	2301104020
20070	2301104475
20143	2301112350
20147	2301112735
20149	2301113470
20211	2301124670
20213	2301124950
20685	2301127085
20687	2301130550
20346	2301140175
20363	2301143080
20720	2301146405
20399	2301147770
20423	2301154560
20458	2301159110
20500	2301161700
20504	2301162190
20512	2301163835
20543	2301168385
20600	2301178745
20603	2301179025
20698	2301180740
20624	2301180880
20632	2301182945
20655	2301186165
20657	2301186515
20661	2301186970
20015	2301301465
20124	2301309725
20166	2301315780
20222	2301326805
20281	2301333840
20288	2301335135
20369	2301344165
20417	2301351620
20440	2301356135
20509	2301363590
20510	2301363660
20558	2301372585
20565	2301365130
20587	2301376365
20595	2301378115
20604	2301379130
20612	2301380215
20614	2301380425
20009	2301501010
20083	2301506050
20084	2301506120
20090	2301506855
20100	2301507485
20170	2301516235
20184	2301518475
20196	2301522675
20293	2301535695
20384	2301546335
20410	2301548645
20414	2301549660
20549	2301569645
20552	2301570240
20559	2301571955
20608	2301579550
20646	2301584140
20647	2301585010
20662	2301587075
20013	2301701325
20072	2301704825
20105	2301708150
20114	2301708710
20119	2301709550
20126	2301710005
20176	2301717250
20181	2301717740
20223	2301726910
20234	2301727505
20251	2301729710
20262	2301731110
20269	2301731670
20272	2301732370
20726	2301733315
20341	2301739422
20350	2301741365
20362	2301742835
20378	2301745285
20413	2301749275
20899	2301752575
20421	2301754000
20439	2301755960
20442	2301756310
20445	2301756625
20454	2301758270
20465	2301760405
20514	2301764185
20515	2301764290
20574	2301774510
20576	2301774685
20579	2301775035
20583	2301775595
20597	2301778465
20616	2301780635
20633	2301783890
20664	2301787355
20010	2301901115
20675	2301902795
20088	2301906575
20089	2301906680
20679	2301906925
20116	2301909200
20130	2301910670
20132	2301910810
20141	2301912105
20145	2301912525
20148	2301913365
20156	2301914310
20157	2301914380
20180	2301917530
20182	2301917950
20185	2301918580
20191	2301921030
20195	2301922535
20197	2301922710
20204	2301923620
20205	2301923865
20207	2301924110
20232	2301927190
20235	2301927645
20247	2301929185
20260	2301930795
20273	2301932510
20279	2301933490
20283	2301934190
20284	2301934365
20296	2301936325
20304	2301937760
20306	2301938005
20309	2301938530
20311	2301938705
20340	2301939475
20351	2301941435
20370	2301944270
20371	2301944340
20375	2301945005
20380	2301945670
20381	2301945810
20395	2301947560
20409	2301948505
20412	2301949065
20900	2301952710
20690	2301955225
20691	2301955565
20436	2301955680
20448	2301957045
20449	2301957150
20285	2301957936
20462	2301959950
20538	2301967160
20561	2301973250
20567	2301973600
20570	2301974055
20601	2301978780
20625	2301981055
20656	2301986305
20665	2301987390
20001	2302100100
20020	2302101920
20060	2302103740
20087	2302106400
20106	2302108325
20183	2302118195
20250	2302129535
20252	2302130095
20301	2302137095
20305	2302137970
20374	2302144830
20382	2302146020
20388	2302146580
20901	2302151105
20446	2302156765
20532	2302165865
20537	2302166950
20542	2302168140
20627	2302181405
20650	2302185710
20016	2302301570
20676	2302303355
20085	2302306260
20086	2302306365
20233	2302327295
20456	2302358515
20506	2302362645
20590	2302376960
20630	2302381930
20666	2302387460
20014	2302501395
20019	2302501885
20080	2302505000
20099	2302507380
20123	2302509655
20125	2302509935
20128	2302510495
20159	2302514555
20177	2302517285
20179	2302517460
20203	2302523410
20208	2302524320
20263	2302531355
20270	2302531740
20275	2302532895
20290	2302535345
20360	2302542660
20376	2302545110
20391	2302547140
20394	2302547455
20405	2302549205
20415	2302549835
20444	2302556520
20457	2302559005
20461	2302559705
20507	2302562995
20545	2302568910
20546	2302569155
20548	2302569505
20902	2302511820
20563	2302564850
20569	2302573845
20586	2302576190
20631	2302582840
20677	2302703950
20068	2302704125
20102	2302707870
20117	2302709270
20216	2302726280
20218	2302726420
20289	2302735240
20291	2302735450
20303	2302737585
20336	2302739055
20342	2302739755
20387	2302746475
20390	2302746790
20393	2302747245
20420	2302752845
20443	2302756450
20499	2302761210
20534	2302766565
20535	2302766635
20573	2302774475
20582	2302775525
20588	2302776610
20593	2302777625
20596	2302778255
20607	2302779480
20659	2302786760
20003	2302900380
20006	2302900660
20037	2302902480
20051	2302902970
20059	2302903670
20061	2302903810
20681	2302909585
20142	2302912175
20144	2302912455
20151	2302913750
20152	2302913820
20154	2302914100
20162	2302914940
20167	2302915920
20171	2302916410
20173	2302916865
20178	2302917355
20903	2302919870
20190	2302920960
20194	2302921730
20244	2302928660
20267	2302931530
20670	2302957082
20294	2302935905
20295	2302936010
20352	2302941610
20355	2302941960
20356	2302942100
20367	2302943640
20373	2302944760
20379	2302945600
20419	2302951375
20450	2302957780
20453	2302958165
20460	2302957090
20498	2302961035
20508	2302963275
20513	2302963940
20571	2302974125
20584	2302975770
20589	2302976895
20599	2302978675
20606	2302979375
20629	2302981685
20648	2302985185
20649	2302985290
20002	2303100275
20007	2303100730
20017	2303101605
20071	2303104720
20678	2303104860
20118	2303109410
20158	2303114485
20172	2303116725
20198	2303122955
20280	2303133665
20297	2303136535
20298	2303136745
20302	2303137270
20308	2303138425
20337	2303139195
20339	2303139405
20354	2303141750
20411	2303148750
20416	2303150325
20424	2303154980
20425	2303155085
20447	2303156870
20695	2303164675
20696	2303165725
20540	2303167475
20551	2303170030
20615	2303180530
20628	2303181475
20669	2303187985
22020	2500103690
